"PRODUCERSOURCECD","ytd_pretax_income","ytd_tax","income_year"
"AG001050",2609210.00,130459.00,2015
"AG001052",1904150.00,95207.00,2015
"AG001093",573550.00,28677.00,2015
"AG001110",1635040.00,81752.00,2015
"AG001113",1763725.00,88186.00,2015
"AG001114",477180.00,23859.00,2015
"AG001116",2042700.00,102135.00,2015
"AG001143",2502600.00,125129.00,2015
"AG001154",2168125.00,108405.00,2015
"AG001161",950775.00,47538.00,2015
"AG001165",400000.00,20000.00,2015
"AG001170",21681810.00,1084090.00,2015
"AG001181",50676343.00,2533816.00,2015
"AG001183",654949.00,32747.00,2015
"AG001189",1016325.00,50816.00,2015
"AG001193",4940875.00,247043.00,2015
"AG001203",6256506.00,405919.00,2015
"AG001218",2432760.00,121638.00,2015
"AG001223",20545826.00,1092757.00,2015
"AG001233",52628057.00,2732027.00,2015
"AG001257",1298161.00,64908.00,2015
"AG001258",2623520.00,131176.00,2015
"AG001264",8217040.00,410852.00,2015
"AG001270",14201387.00,804791.00,2015
"AG001271",43293005.00,2164648.00,2015
"AG001276",400000.00,20000.00,2015
"AG001278",3590894.00,179542.00,2015
"AG001288",35097162.00,1820324.00,2015
"AG001289",506692355.00,25334613.00,2015
"AG001290",654800.00,32740.00,2015
"AG001291",8932665.00,446633.00,2015
"AG001292",554049444.00,27745604.00,2015
"AG001293",68918316.00,3445914.00,2015
"AG001294",2240003.00,212534.00,2015
"AG001296",352350.00,17617.00,2015
"AG001297",949400.00,47470.00,2015
"AG001299",8262736.00,413135.00,2015
"AG001304",5339724.00,397922.00,2015
"AG001305",2351750.00,117587.00,2015
"AG001307",2604775.00,130238.00,2015
"AG001310",4441200.00,222060.00,2015
"AG001330",1552000.00,77600.00,2015
"AG001331",227617042.00,11446317.00,2015
"AG001334",558335.00,27916.00,2015
"AG001335",612905.00,30645.00,2015
"AG001345",1184025.00,59201.00,2015
"AG001353",12994764.00,649737.00,2015
"AG001362",12985533.00,649276.00,2015
"AG001366",45401030.00,5025773.00,2015
"AG001367",52231851.00,2611590.00,2015
"AG001368",3044520.00,152226.00,2015
"AG001379",3903600.00,195180.00,2015
"AG001381",15953783.00,797688.00,2015
"AG001387",29596385.00,1479819.00,2015
"AG001388",7268930.00,363443.00,2015
"AG001406",395805.00,19790.00,2015
"AG001412",31301115.00,1565053.00,2015
"AG001431",33793035.00,1689649.00,2015
"AG001433",1690650.00,84532.00,2015
"AG001436",9138703.00,456933.00,2015
"AG001438",41866412.00,4902194.00,2015
"AG001442",383775.00,19188.00,2015
"AG001444",6195969.00,309798.00,2015
"AG001445",168130126.00,8537441.00,2015
"AG001454",1218320.00,60916.00,2015
"AG001455",3224000.00,161200.00,2015
"AG001463",8341632.00,540114.00,2015
"AG001464",26519844.00,1325992.00,2015
"AG001471",104886637.00,5244327.00,2015
"AG001479",984697.00,49234.00,2015
"AG001480",236756.00,11836.00,2015
"AG001483",1578380.00,78918.00,2015
"AG001488",37905539.00,1895276.00,2015
"AG001498",14888981.00,744447.00,2015
"AG001500",71330787.00,3566537.00,2015
"AG001502",3203500.00,160175.00,2015
"AG001504",141901894.00,7159830.00,2015
"AG001505",24863065.00,1243153.00,2015
"AG001506",715836.00,363706.00,2015
"AG001509",1022887.00,51144.00,2015
"AG001510",4170942.00,208547.00,2015
"AG001511",388549086.00,19474397.00,2015
"AG001512",221671524.00,11083574.00,2015
"AG001513",22629325.00,1131466.00,2015
"AG001514",3236570.00,161828.00,2015
"AG001516",282975.00,14148.00,2015
"AG001519",5743251.00,287162.00,2015
"AG001520",6830636.00,341531.00,2015
"AG001522",24301529.00,1301891.00,2015
"AG001529",1125280.00,56264.00,2015
"AG001534",19824315.00,991215.00,2015
"AG001536",12525264.00,626263.00,2015
"AG001540",14531454.00,811723.00,2015
"AG001547",814333.00,40716.00,2015
"AG001555",9766621.00,488331.00,2015
"AG001556",498288.00,24914.00,2015
"AG001560",10994310.00,549715.00,2015
"AG001562",2679830.00,133991.00,2015
"AG001564",1434875.00,71743.00,2015
"AG001574",1032505.00,51625.00,2015
"AG001589",2307470.00,115373.00,2015
"AG001592",10125288.00,506263.00,2015
"AG001605",83546776.00,4177335.00,2015
"AG001608",1552000.00,77600.00,2015
"AG001610",1332000.00,66600.00,2015
"AG001611",6325120.00,316255.00,2015
"AG001614",117085218.00,5911222.00,2015
"AG001617",165356973.00,11054662.00,2015
"AG001619",15138980.00,756948.00,2015
"AG001635",7366226.00,368308.00,2015
"AG001639",15595632.00,2388657.00,2015
"AG001641",8808767.00,440438.00,2015
"AG001646",5690261.00,284512.00,2015
"AG001661",12705430.00,635271.00,2015
"AG001664",3712551.00,185626.00,2015
"AG001668",868815.00,43439.00,2015
"AG001671",21196962.00,1059848.00,2015
"AG001673",400000.00,20000.00,2015
"AG001677",22153726.00,1107685.00,2015
"AG001678",16013140.00,800657.00,2015
"AG001679",1952000.00,97600.00,2015
"AG001681",735360.00,36768.00,2015
"AG001686",4721985.00,236098.00,2015
"AG001693",80367558.00,4018377.00,2015
"AG001694",12976864.00,648843.00,2015
"AG001709",62338505.00,3116924.00,2015
"AG001712",78764767.00,4047115.00,2015
"AG001715",58319257.00,3024839.00,2015
"AG001716",4560309.00,228015.00,2015
"AG001719",6868201.00,343410.00,2015
"AG001721",82424226.00,4196847.00,2015
"AG001722",19794879.00,989743.00,2015
"AG001723",2775400.00,138770.00,2015
"AG001725",33115057.00,1655752.00,2015
"AG001726",75172672.00,3889569.00,2015
"AG001727",56326155.00,2937247.00,2015
"AG001729",871307.00,43564.00,2015
"AG001736",8235520.00,411775.00,2015
"AG001750",850200.00,42510.00,2015
"AG001757",10405931.00,651233.00,2015
"AG001760",29734319.00,1486714.00,2015
"AG001763",578750.00,28937.00,2015
"AG001765",17288883.00,864444.00,2015
"AG001767",448232.00,22411.00,2015
"AG001780",7653892.00,513632.00,2015
"AG001790",914041.00,45702.00,2015
"AG001792",6006435.00,300319.00,2015
"AG001803",15547784.00,777389.00,2015
"AG001829",32152328.00,1607616.00,2015
"AG001832",500000.00,25000.00,2015
"AG001836",12049412.00,602469.00,2015
"AG001839",3974189.00,198709.00,2015
"AG001845",2591600.00,129580.00,2015
"AG001849",1311058.00,65552.00,2015
"AG001858",6510370.00,325518.00,2015
"AG001863",559280.00,27964.00,2015
"AG001869",5448380.00,272418.00,2015
"AG001874",1842928.00,92146.00,2015
"AG001876",815277.00,40763.00,2015
"AG001886",529822.00,26491.00,2015
"AG001888",1059742.00,52987.00,2015
"AG001891",788515.00,39425.00,2015
"AG001892",1882150.00,94107.00,2015
"AG001894",4556950.00,227847.00,2015
"AG001895",7967724.00,519465.00,2015
"AG001896",211693750.00,10584686.00,2015
"AG001900",400000.00,20000.00,2015
"AG001903",5819600.00,290980.00,2015
"AG001904",5787200.00,289360.00,2015
"AG001905",18012740.00,900637.00,2015
"AG001907",1153490.00,57674.00,2015
"AG001933",640662.00,32033.00,2015
"AG001934",2843350.00,142167.00,2015
"AG001943",11716670.00,585832.00,2015
"AG001948",27029380.00,1351465.00,2015
"AG001949",2406400.00,120320.00,2015
"AG001950",21664027.00,1214137.00,2015
"AG001951",21512605.00,1075629.00,2015
"AG001953",12623853.00,631191.00,2015
"AG001958",2431110.00,121555.00,2015
"AG001959",486390.00,24319.00,2015
"AG001970",12769033.00,638450.00,2015
"AG001973",17351218.00,867559.00,2015
"AG001974",1552000.00,77600.00,2015
"AG001975",191827.00,9591.00,2015
"AG001979",400000.00,20000.00,2015
"AG001981",3869554.00,193477.00,2015
"AG001987",5577922.00,278896.00,2015
"AG001991",3596160.00,179808.00,2015
"AG001994",2800710.00,140035.00,2015
"AG001999",33953846.00,1697688.00,2015
"AG002000",80789308.00,4039465.00,2015
"AG002002",31486948.00,1772779.00,2015
"AG002003",3637581.00,181879.00,2015
"AG002007",4567107.00,228355.00,2015
"AG002008",1130653.00,56532.00,2015
"AG002013",815571.00,40778.00,2015
"AG002018",6112748.00,305636.00,2015
"AG002020",4104230.00,205211.00,2015
"AG002026",3976654.00,198832.00,2015
"AG002031",7172464.00,358622.00,2015
"AG002034",5114670.00,255733.00,2015
"AG002041",1953400.00,97670.00,2015
"AG002043",15500200.00,775010.00,2015
"AG002044",2872998.00,143649.00,2015
"AG002047",94100909.00,4705045.00,2015
"AG002051",17900951.00,895045.00,2015
"AG002057",909949.00,45497.00,2015
"AG002060",71671625.00,3583578.00,2015
"AG002062",65426819.00,3271339.00,2015
"AG002064",209647359.00,10613304.00,2015
"AG002066",12365004.00,618248.00,2015
"AG002071",400000.00,20000.00,2015
"AG002078",11016248.00,550812.00,2015
"AG002080",12578295.00,628914.00,2015
"AG002081",16766560.00,887685.00,2015
"AG002087",8693385.00,434668.00,2015
"AG002089",15091400.00,754570.00,2015
"AG002091",7125744.00,356287.00,2015
"AG002099",11263336.00,563165.00,2015
"AG002102",4376580.00,218828.00,2015
"AG002107",8148158.00,407402.00,2015
"AG002108",5151350.00,257567.00,2015
"AG002109",7788220.00,389410.00,2015
"AG002123",2796010.00,139800.00,2015
"AG002124",400000.00,20000.00,2015
"AG002131",2468050.00,123402.00,2015
"AG002135",4242860.00,217947.00,2015
"AG002138",18339246.00,916960.00,2015
"AG002139",19573457.00,978672.00,2015
"AG002149",3903323.00,195165.00,2015
"AG002152",3849885.00,192494.00,2015
"AG002160",35337367.00,1766864.00,2015
"AG002166",30061651.00,1503081.00,2015
"AG002175",6313337.00,315666.00,2015
"AG002179",2320580.00,116029.00,2015
"AG002184",2551350.00,127567.00,2015
"AG002186",3403400.00,170170.00,2015
"AG002198",4998726.00,249935.00,2015
"AG002200",5626602.00,281329.00,2015
"AG002210",1675155.00,83757.00,2015
"AG002211",40014073.00,2022758.00,2015
"AG002216",120661634.00,6033076.00,2015
"AG002224",738606.00,36930.00,2015
"AG002236",49504157.00,2475207.00,2015
"AG002237",945483.00,47274.00,2015
"AG002238",4402080.00,220104.00,2015
"AG002240",12459322.00,622964.00,2015
"AG002241",730398.00,36519.00,2015
"AG002243",657765.00,32888.00,2015
"AG002246",2124050.00,106202.00,2015
"AG002251",2185200.00,109260.00,2015
"AG002259",5304090.00,265204.00,2015
"AG002265",6248810.00,312440.00,2015
"AG002266",5353024.00,267651.00,2015
"AG002268",29385169.00,1469256.00,2015
"AG002269",7710540.00,385527.00,2015
"AG002271",5338800.00,266940.00,2015
"AG002272",7018110.00,350905.00,2015
"AG002273",8703454.00,435171.00,2015
"AG002274",174051678.00,8702583.00,2015
"AG002275",11744019.00,587198.00,2015
"AG002279",6221122.00,311056.00,2015
"AG002287",35028929.00,1751446.00,2015
"AG002293",34792023.00,1739600.00,2015
"AG002299",400000.00,20000.00,2015
"AG002300",27554127.00,1377704.00,2015
"AG002301",15497615.00,774879.00,2015
"AG002303",24416276.00,1220813.00,2015
"AG002312",5515558.00,275777.00,2015
"AG002319",4817600.00,240880.00,2015
"AG002320",16967617.00,848380.00,2015
"AG002323",34065420.00,1703270.00,2015
"AG002325",11066741.00,553335.00,2015
"AG002329",235041496.00,11752070.00,2015
"AG002332",45197543.00,2259874.00,2015
"AG002336",8436713.00,421835.00,2015
"AG002346",554340.00,27717.00,2015
"AG002349",8861780.00,443089.00,2015
"AG002351",3600160.00,180008.00,2015
"AG002365",56507420.00,4777655.00,2015
"AG002367",612168.00,30608.00,2015
"AG002370",27207907.00,1360394.00,2015
"AG002373",4302480.00,215124.00,2015
"AG002374",28235399.00,1607461.00,2015
"AG002376",701644.00,35082.00,2015
"AG002388",4108870.00,205443.00,2015
"AG002392",13116376.00,655818.00,2015
"AG002393",5061831.00,253091.00,2015
"AG002395",1021706.00,51085.00,2015
"AG002399",20511196.00,1025558.00,2015
"AG002400",22561874.00,1128092.00,2015
"AG002407",6499037.00,324951.00,2015
"AG002408",4784050.00,239202.00,2015
"AG002412",57220615.00,2861028.00,2015
"AG002420",725180.00,36259.00,2015
"AG002422",5343194.00,267159.00,2015
"AG002425",549153.00,27457.00,2015
"AG002428",61847268.00,3157828.00,2015
"AG002430",483420.00,24171.00,2015
"AG002432",534060.00,26703.00,2015
"AG002440",18397978.00,919897.00,2015
"AG002446",779074.00,38953.00,2015
"AG002447",8361294.00,418064.00,2015
"AG002448",971850.00,48592.00,2015
"AG002451",25934130.00,1296706.00,2015
"AG002452",7915782.00,395788.00,2015
"AG002457",4956500.00,247825.00,2015
"AG002458",34090653.00,1704531.00,2015
"AG002459",634260.00,155393.00,2015
"AG002462",73464478.00,3836183.00,2015
"AG002464",31325422.00,1682582.00,2015
"AG002467",8674358.00,433717.00,2015
"AG002468",12879312.00,643965.00,2015
"AG002469",27044686.00,1352232.00,2015
"AG002474",5305900.00,265295.00,2015
"AG002479",946570.00,47328.00,2015
"AG002482",41550937.00,2143012.00,2015
"AG002484",7389910.00,575635.00,2015
"AG002485",491379.00,24568.00,2015
"AG002488",500643.00,25032.00,2015
"AG002490",5956617.00,297830.00,2015
"AG002494",527832.00,26391.00,2015
"AG002503",88878901.00,4487349.00,2015
"AG002504",19059272.00,952963.00,2015
"AG002505",1987590.00,99379.00,2015
"AG002506",75024985.00,3751246.00,2015
"AG002507",4085080.00,204254.00,2015
"AG002530",1320929.00,66046.00,2015
"AG002537",602370.00,30118.00,2015
"AG002543",9268145.00,463407.00,2015
"AG002544",1262400.00,63120.00,2015
"AG002545",1400000.00,70000.00,2015
"AG002547",513939.00,25696.00,2015
"AG002551",510696.00,25534.00,2015
"AG002557",761838.00,38091.00,2015
"AG002562",602452.00,30122.00,2015
"AG002565",7169734.00,858485.00,2015
"AG002570",15020629.00,751030.00,2015
"AG002571",11580193.00,579009.00,2015
"AG002576",14634434.00,731720.00,2015
"AG002580",13416790.00,670839.00,2015
"AG002581",24222364.00,1211117.00,2015
"AG002584",13740211.00,687010.00,2015
"AG002585",8663020.00,433151.00,2015
"AG002589",46337402.00,2316868.00,2015
"AG002592",4001910.00,200095.00,2015
"AG002596",15532867.00,776643.00,2015
"AG002597",2212085.00,110604.00,2015
"AG002604",18759790.00,937989.00,2015
"AG002605",25208633.00,1260430.00,2015
"AG002607",4725157.00,236257.00,2015
"AG002612",3786470.00,189323.00,2015
"AG002620",4097975.00,204898.00,2015
"AG002625",360743729.00,18037181.00,2015
"AG002627",6004554.00,300227.00,2015
"AG002629",36578656.00,1974919.00,2015
"AG002632",19854395.00,992718.00,2015
"AG002634",7126770.00,356338.00,2015
"AG002640",8532767.00,426637.00,2015
"AG002641",1825470.00,91273.00,2015
"AG002647",7041453.00,352072.00,2015
"AG002651",494844.00,24742.00,2015
"AG002654",5777002.00,288850.00,2015
"AG002656",2689225.00,134461.00,2015
"AG002661",400000.00,20000.00,2015
"AG002662",8211789.00,2005591.00,2015
"AG002663",7752180.00,387609.00,2015
"AG002665",38807030.00,2708050.00,2015
"AG002668",27624726.00,1381235.00,2015
"AG002671",4621978.00,231098.00,2015
"AG002684",2926164.00,146308.00,2015
"AG002691",452190.00,22609.00,2015
"AG002694",2638031.00,131901.00,2015
"AG002702",441203.00,259740.00,2015
"AG002704",4029574.00,201478.00,2015
"AG002707",54715193.00,2735757.00,2015
"AG002708",44796007.00,2239800.00,2015
"AG002714",7392633.00,369630.00,2015
"AG002723",21914119.00,1095705.00,2015
"AG002724",7862312.00,393115.00,2015
"AG002727",9642874.00,513717.00,2015
"AG002728",2863354.00,143167.00,2015
"AG002730",43462287.00,2173113.00,2015
"AG002735",1149663.00,57483.00,2015
"AG002740",2608320.00,130416.00,2015
"AG002746",11601762.00,771439.00,2015
"AG002748",40775504.00,2038773.00,2015
"AG002752",886180.00,44309.00,2015
"AG002753",2990506.00,149525.00,2015
"AG002754",21233166.00,1061657.00,2015
"AG002758",323590366.00,16326053.00,2015
"AG002763",13499163.00,674958.00,2015
"AG002765",35319720.00,1765986.00,2015
"AG002767",13213523.00,660675.00,2015
"AG002770",456660.00,22833.00,2015
"AG002771",13112110.00,655605.00,2015
"AG002772",2420113.00,121005.00,2015
"AG002773",39383533.00,1969176.00,2015
"AG002774",28398415.00,1419920.00,2015
"AG002776",557727.00,27886.00,2015
"AG002783",1002409.00,50120.00,2015
"AG002788",562842.00,28142.00,2015
"AG002790",9839160.00,491956.00,2015
"AG002791",4107064.00,205353.00,2015
"AG002794",5290266.00,264513.00,2015
"AG002798",14445338.00,722266.00,2015
"AG002800",400000.00,20000.00,2015
"AG002805",5670849.00,283542.00,2015
"AG002808",36895285.00,1844764.00,2015
"AG002811",1128208.00,56410.00,2015
"AG002815",13425139.00,671255.00,2015
"AG002816",18536372.00,926817.00,2015
"AG002817",1474797.00,73739.00,2015
"AG002820",55612868.00,2780642.00,2015
"AG002822",5159330.00,378906.00,2015
"AG002824",3766742.00,188337.00,2015
"AG002825",687621.00,34381.00,2015
"AG002827",501039.00,25051.00,2015
"AG002828",2452642.00,122632.00,2015
"AG002831",542046.00,27102.00,2015
"AG002836",400000.00,20000.00,2015
"AG002838",11920518.00,596025.00,2015
"AG002840",400000.00,20000.00,2015
"AG002843",4815576.00,240778.00,2015
"AG002845",20708594.00,1035429.00,2015
"AG002846",483125.00,24156.00,2015
"AG002847",414600.00,20730.00,2015
"AG002851",1219534.00,60976.00,2015
"AG002857",706761.00,35338.00,2015
"AG002858",24447289.00,1222363.00,2015
"AG002859",2571200.00,128560.00,2015
"AG002861",9578804.00,478939.00,2015
"AG002863",35859593.00,1792979.00,2015
"AG002864",483573.00,24178.00,2015
"AG002869",3126130.00,156306.00,2015
"AG002874",16610332.00,830516.00,2015
"AG002875",12810952.00,640547.00,2015
"AG002880",4701630.00,235081.00,2015
"AG002882",12251404.00,612570.00,2015
"AG002885",4815858.00,240792.00,2015
"AG002886",5429882.00,271493.00,2015
"AG002889",21973317.00,1098665.00,2015
"AG002890",71862852.00,3593141.00,2015
"AG002892",2505360.00,125268.00,2015
"AG002895",193340.00,9667.00,2015
"AG002901",11439608.00,571979.00,2015
"AG002902",56454971.00,2822747.00,2015
"AG002904",400000.00,20000.00,2015
"AG002905",400000.00,20000.00,2015
"AG002909",53687294.00,2684363.00,2015
"AG002910",8755265.00,437762.00,2015
"AG002911",7641532.00,382076.00,2015
"AG002918",30537985.00,1526899.00,2015
"AG002919",17022193.00,851108.00,2015
"AG002925",6454658.00,322732.00,2015
"AG002933",2273629.00,113681.00,2015
"AG002934",671460.00,33573.00,2015
"AG002945",9324403.00,466218.00,2015
"AG002949",8980840.00,449041.00,2015
"AG002952",3467704.00,173385.00,2015
"AG002953",16525993.00,826298.00,2015
"AG002955",9018112.00,450905.00,2015
"AG002956",8667120.00,433354.00,2015
"AG002957",25426364.00,1271318.00,2015
"AG002959",4609480.00,230474.00,2015
"AG002963",15362582.00,768129.00,2015
"AG002966",16310655.00,815532.00,2015
"AG002968",1702214.00,85110.00,2015
"AG002969",8070615.00,595523.00,2015
"AG002973",44657294.00,2232863.00,2015
"AG002976",36730085.00,1836502.00,2015
"AG002977",6228555.00,311427.00,2015
"AG002978",5657841.00,282891.00,2015
"AG002979",494460.00,24723.00,2015
"AG002988",5221310.00,261065.00,2015
"AG002989",1552000.00,77600.00,2015
"AG002993",400000.00,20000.00,2015
"AG002994",642180.00,32109.00,2015
"AG002996",6202466.00,310123.00,2015
"AG002997",644292.00,32214.00,2015
"AG003000",57447712.00,2872385.00,2015
"AG003004",3541470.00,177073.00,2015
"AG003005",28407049.00,1420351.00,2015
"AG003009",701343.00,35067.00,2015
"AG003016",4657580.00,232879.00,2015
"AG003017",2764882.00,138244.00,2015
"AG003018",37296416.00,1864819.00,2015
"AG003020",5960182.00,298009.00,2015
"AG003022",3206340.00,160317.00,2015
"AG003024",3484874.00,174243.00,2015
"AG003026",8526652.00,426332.00,2015
"AG003028",50267372.00,2513367.00,2015
"AG003029",5088603.00,1254428.00,2015
"AG003030",11958561.00,597927.00,2015
"AG003032",354891.00,17744.00,2015
"AG003035",400000.00,20000.00,2015
"AG003039",781065.00,39053.00,2015
"AG003040",13949481.00,697472.00,2015
"AG003042",3933980.00,348984.00,2015
"AG003058",1548038.00,77401.00,2015
"AG003059",400000.00,20000.00,2015
"AG003063",11676540.00,583826.00,2015
"AG003064",2304000.00,115200.00,2015
"AG003065",24704441.00,1235222.00,2015
"AG003068",400000.00,20000.00,2015
"AG003073",2060820.00,103041.00,2015
"AG003076",23852283.00,1192614.00,2015
"AG003077",52429961.00,2621496.00,2015
"AG003078",76115255.00,3805762.00,2015
"AG003082",351549.00,17577.00,2015
"AG003083",6004185.00,300209.00,2015
"AG003088",29182456.00,1459121.00,2015
"AG003090",14485797.00,724287.00,2015
"AG003091",417138.00,20856.00,2015
"AG003092",8998641.00,1949931.00,2015
"AG003093",1154573.00,57728.00,2015
"AG003097",1207151.00,60357.00,2015
"AG003098",1232646.00,61632.00,2015
"AG003099",18984896.00,949243.00,2015
"AG003100",65003699.00,3250183.00,2015
"AG003101",89325875.00,4466291.00,2015
"AG003103",400000.00,20000.00,2015
"AG003104",10540614.00,727029.00,2015
"AG003105",5355828.00,267791.00,2015
"AG003107",47438044.00,2371900.00,2015
"AG003108",700000.00,35000.00,2015
"AG003109",4981452.00,249072.00,2015
"AG003110",81627337.00,4081365.00,2015
"AG003111",11823364.00,591167.00,2015
"AG003112",14834244.00,741712.00,2015
"AG003113",826950.00,41347.00,2015
"AG003114",19027935.00,2403680.00,2015
"AG003116",4924880.00,1246243.00,2015
"AG003117",1028434.00,51421.00,2015
"AG003118",14889200.00,744458.00,2015
"AG003119",406362.00,520318.00,2015
"AG003121",17635557.00,881777.00,2015
"AG003124",1033036.00,51651.00,2015
"AG003127",3188634.00,159431.00,2015
"AG003128",856869.00,42842.00,2015
"AG003135",10532091.00,1526602.00,2015
"AG003136",15351410.00,767569.00,2015
"AG003138",1048870.00,52443.00,2015
"AG003139",5401961.00,770096.00,2015
"AG003140",2048682.00,102434.00,2015
"AG003143",28168677.00,1408433.00,2015
"AG003146",90304194.00,4515209.00,2015
"AG003147",700000.00,35000.00,2015
"AG003150",956973.00,47848.00,2015
"AG003156",15796547.00,789826.00,2015
"AG003158",14669467.00,733473.00,2015
"AG003160",9007204.00,450359.00,2015
"AG003161",4296248.00,214812.00,2015
"AG003162",1474283.00,73714.00,2015
"AG003164",35388962.00,1769447.00,2015
"AG003165",965313.00,48265.00,2015
"AG003166",7019360.00,350968.00,2015
"AG003167",1438844.00,71942.00,2015
"AG003171",590623.00,529531.00,2015
"AG003173",943882.00,47194.00,2015
"AG003177",9639015.00,481950.00,2015
"AG003178",9680431.00,484021.00,2015
"AG003185",15256356.00,762817.00,2015
"AG003186",3592852.00,179642.00,2015
"AG003187",8598500.00,429925.00,2015
"AG003189",5364000.00,268200.00,2015
"AG003190",300000.00,15000.00,2015
"AG003192",3479001.00,173950.00,2015
"AG003195",4287420.00,214371.00,2015
"AG003200",1241315.00,562065.00,2015
"AG003202",3825310.00,191265.00,2015
"AG003204",330465.00,516523.00,2015
"AG003205",5702294.00,285114.00,2015
"AG003207",6787226.00,339361.00,2015
"AG003208",91445903.00,4572293.00,2015
"AG003210",23341385.00,1167068.00,2015
"AG003211",36866580.00,1843327.00,2015
"AG003213",2331120.00,116556.00,2015
"AG003217",51047929.00,2552396.00,2015
"AG003218",25476710.00,1773835.00,2015
"AG003219",7399904.00,369994.00,2015
"AG003220",886300.00,44315.00,2015
"AG003221",300000.00,15000.00,2015
"AG003223",1426120.00,71306.00,2015
"AG003226",4035666.00,310660.00,2015
"AG003227",26551314.00,2327564.00,2015
"AG003230",18629680.00,931484.00,2015
"AG003232",16219170.00,810958.00,2015
"AG003233",300000.00,15000.00,2015
"AG003237",42019109.00,2100954.00,2015
"AG003240",127984708.00,6399231.00,2015
"AG003247",24711194.00,1235559.00,2015
"AG003249",751326.00,37566.00,2015
"AG003250",2048855.00,102442.00,2015
"AG003251",2819036.00,140951.00,2015
"AG003254",2951490.00,147574.00,2015
"AG003255",300000.00,15000.00,2015
"AG003259",5267109.00,263355.00,2015
"AG003260",864584.00,43229.00,2015
"AG003262",13526531.00,676325.00,2015
"AG003264",2899120.00,144956.00,2015
"AG003265",4386244.00,219312.00,2015
"AG003268",30460403.00,1523020.00,2015
"AG003269",2926480.00,146324.00,2015
"AG003270",2444888.00,122244.00,2015
"AG003271",32497143.00,1624857.00,2015
"AG003272",300000.00,15000.00,2015
"AG003273",141416730.00,7570836.00,2015
"AG003275",15149610.00,757480.00,2015
"AG003277",631296.00,31564.00,2015
"AG003280",6680099.00,334004.00,2015
"AG003287",10376199.00,546626.00,2015
"AG003288",370887.00,18544.00,2015
"AG003294",12935476.00,646773.00,2015
"AG003296",940548.00,47027.00,2015
"AG003299",39056870.00,2133759.00,2015
"AG003301",33635855.00,3575126.00,2015
"AG003309",11843420.00,1592170.00,2015
"AG003319",1707880.00,259740.00,2015
"AG003322",122821747.00,6141087.00,2015
"AG003323",19384040.00,969201.00,2015
"AG003324",12081069.00,703977.00,2015
"AG003328",3157000.00,157850.00,2015
"AG003329",578002.00,28900.00,2015
"AG003330",157929791.00,7896484.00,2015
"AG003331",34808097.00,3190895.00,2015
"AG003332",20102379.00,2005118.00,2015
"AG003333",700000.00,35000.00,2015
"AG003335",24213752.00,1210685.00,2015
"AG003337",700000.00,35000.00,2015
"AG003339",34443855.00,2503129.00,2015
