"PRODUCERSOURCECD","ytd_pretax_income","ytd_tax","income_year"
"AG008276",7789185.00,1379609.00,2016
"AG008277",660069.00,33003.00,2016
"AG008281",651882.00,32594.00,2016
"AG008284",3885454.00,194272.00,2016
"AG008285",36983651.00,0.00,2016
"AG008286",5294338.00,264716.00,2016
"AG008287",22050655.00,0.00,2016
"AG008290",62879123.00,0.00,2016
"AG008293",87436908.00,0.00,2016
"AG008298",7412025.00,370601.00,2016
"AG008299",10386459.00,0.00,2016
"AG008300",20285703.00,0.00,2016
"AG008306",142176830.00,7108838.00,2016
"AG008307",30124141.00,1506205.00,2016
"AG008308",193241326.00,9662059.00,2016
"AG008309",326734257.00,16336708.00,2016
"AG008310",73832088.00,0.00,2016
"AG008311",11807822.00,0.00,2016
"AG008314",9835610.00,0.00,2016
"AG008315",6752164.00,337608.00,2016
"AG008317",28014480.00,0.00,2016
"AG008319",3303819.00,165190.00,2016
"AG008322",33449415.00,0.00,2016
"AG008326",5741580.00,287079.00,2016
"AG008327",6735469.00,336772.00,2016
"AG008328",9434802.00,0.00,2016
"AG008329",11236218.00,0.00,2016
"AG008330",11753691.00,587684.00,2016
"AG008331",5000000.00,250000.00,2016
"AG008338",1502192.00,75109.00,2016
"AG008339",3728930.00,0.00,2016
"AG008341",1027504.00,51375.00,2016
"AG008343",9334305.00,0.00,2016
"AG008347",10529539.00,0.00,2016
"AG008348",17484488.00,0.00,2016
"AG008352",64970800.00,3248540.00,2016
"AG008355",52972320.00,0.00,2016
"AG008356",37358572.00,0.00,2016
"AG008357",5370226.00,268511.00,2016
"AG008358",5000000.00,250000.00,2016
"AG008359",9508892.00,0.00,2016
"AG008360",23942183.00,1197106.00,2016
"AG008361",15494402.00,0.00,2016
"AG008362",8330017.00,0.00,2016
"AG008363",769200.00,0.00,2016
"AG008370",2457500.00,122875.00,2016
"AG008372",2883896.00,144194.00,2016
"AG008373",5420800.00,271040.00,2016
"AG008375",7824298.00,391214.00,2016
"AG008376",17413010.00,0.00,2016
"AG008377",11713973.00,585698.00,2016
"AG008378",20625932.00,0.00,2016
"AG008379",872553.00,43627.00,2016
"AG008381",3985928.00,199296.00,2016
"AG008383",30631481.00,0.00,2016
"AG008385",528252.00,26412.00,2016
"AG008387",2147020.00,107351.00,2016
"AG008389",3398810.00,169940.00,2016
"AG008392",300000.00,15000.00,2016
"AG008394",246338365.00,12316912.00,2016
"AG008398",36954268.00,1847711.00,2016
"AG008400",26271287.00,1313563.00,2016
"AG008409",9849600.00,492480.00,2016
"AG008410",3613950.00,0.00,2016
"AG008411",2740980.00,0.00,2016
"AG008412",3310170.00,0.00,2016
"AG008420",2177280.00,0.00,2016
"AG008425",442443976.00,22122195.00,2016
"AG008426",2845418.00,142270.00,2016
"AG008435",1442733.00,72136.00,2016
"AG008436",2213192.00,110659.00,2016
"AG008437",19495486.00,0.00,2016
"AG008445",2365110.00,118255.00,2016
"AG008448",645390.00,32269.00,2016
"AG008449",3698300.00,184915.00,2016
"AG008452",66870543.00,3343526.00,2016
"AG008455",64509175.00,0.00,2016
"AG008457",2016432.00,100821.00,2016
"AG008458",14544675.00,727232.00,2016
"AG008459",10866270.00,543313.00,2016
"AG008461",79610942.00,0.00,2016
"AG008465",6688180.00,334409.00,2016
"AG008466",52312076.00,0.00,2016
"AG008467",139828274.00,6991412.00,2016
"AG008468",67224530.00,0.00,2016
"AG008469",623850.00,31192.00,2016
"AG008470",7929245.00,396461.00,2016
"AG008471",1229163.00,61458.00,2016
"AG008472",29978053.00,1498902.00,2016
"AG008473",7985143.00,399257.00,2016
"AG008474",8146424.00,407321.00,2016
"AG008475",15058921.00,0.00,2016
"AG008476",54029906.00,0.00,2016
"AG008477",588090356.00,29404511.00,2016
"AG008479",326455396.00,19765436.00,2016
"AG008482",114352420.00,5717617.00,2016
"AG008486",7218954.00,360947.00,2016
"AG008488",4152316.00,207615.00,2016
"AG008490",11404652.00,0.00,2016
"AG008501",4496717.00,224835.00,2016
"AG008502",228336737.00,11416831.00,2016
"AG008503",19336292.00,0.00,2016
"AG008504",42460556.00,2123027.00,2016
"AG008505",46694466.00,2377943.00,2016
"AG008509",2500390.00,125019.00,2016
"AG008510",1123326.00,56166.00,2016
"AG008513",55605933.00,2780296.00,2016
"AG008515",300000.00,15000.00,2016
"AG008516",300000.00,15000.00,2016
"AG008519",1946366.00,97318.00,2016
"AG008522",27745631.00,1387280.00,2016
"AG008525",938691.00,46934.00,2016
"AG008526",44235236.00,0.00,2016
"AG008536",759900.00,0.00,2016
"AG008547",8271322.00,413565.00,2016
"AG008551",53757063.00,0.00,2016
"AG008553",9998348.00,0.00,2016
"AG008554",16672673.00,833632.00,2016
"AG008558",11380791.00,0.00,2016
"AG008560",48315992.00,0.00,2016
"AG008563",44427482.00,0.00,2016
"AG008565",6172542.00,308627.00,2016
"AG008566",27643298.00,1382164.00,2016
"AG008567",2195609.00,109780.00,2016
"AG008568",3686010.00,184299.00,2016
"AG008569",154060456.00,7703020.00,2016
"AG008571",369006.00,18450.00,2016
"AG008572",27869290.00,0.00,2016
"AG008573",407880.00,20394.00,2016
"AG008574",2282046.00,114102.00,2016
"AG008575",51706147.00,2585307.00,2016
"AG008582",183519105.00,9175949.00,2016
"AG008583",333501.00,16675.00,2016
"AG008584",76046583.00,3802329.00,2016
"AG008585",24905062.00,1245253.00,2016
"AG008586",34304118.00,1715205.00,2016
"AG008587",21534101.00,1076703.00,2016
"AG008588",185166716.00,9258333.00,2016
"AG008592",5781527.00,0.00,2016
"AG008593",10865342.00,0.00,2016
"AG008596",12282283.00,614113.00,2016
"AG008597",151626967.00,7581343.00,2016
"AG008598",70210139.00,0.00,2016
"AG008599",103975419.00,6184674.00,2016
"AG008600",70997160.00,0.00,2016
"AG008604",759264.00,37963.00,2016
"AG008605",49568185.00,0.00,2016
"AG008607",28358517.00,0.00,2016
"AG008611",17474435.00,873721.00,2016
"AG008613",8115918.00,405795.00,2016
"AG008614",2333858.00,116692.00,2016
"AG008615",56928697.00,0.00,2016
"AG008617",2088020.00,104401.00,2016
"AG008619",25157015.00,1257849.00,2016
"AG008620",517110.00,25855.00,2016
"AG008623",171709937.00,8585492.00,2016
"AG008624",1137037.00,171965.00,2016
"AG008626",48345592.00,0.00,2016
"AG008629",20816859.00,0.00,2016
"AG008630",3309770.00,0.00,2016
"AG008631",49864577.00,0.00,2016
"AG008634",190285293.00,9514262.00,2016
"AG008635",13511279.00,675563.00,2016
"AG008640",3760300.00,0.00,2016
"AG008641",3541535.00,0.00,2016
"AG008642",8038810.00,0.00,2016
"AG008645",83476487.00,0.00,2016
"AG008646",11730352.00,0.00,2016
"AG008651",7659452.00,382972.00,2016
"AG008652",6493232.00,324661.00,2016
"AG008653",9983760.00,499187.00,2016
"AG008657",9974136.00,498706.00,2016
"AG008659",333413.00,16670.00,2016
"AG008660",1820837.00,91041.00,2016
"AG008661",10672225.00,533610.00,2016
"AG008662",12008849.00,600441.00,2016
"AG008663",4519150.00,225957.00,2016
"AG008664",12378680.00,0.00,2016
"AG008668",300000.00,15000.00,2016
"AG008669",52951512.00,2647575.00,2016
"AG008670",49570876.00,0.00,2016
"AG008672",8605437.00,430271.00,2016
"AG008673",16818437.00,0.00,2016
"AG008674",47921137.00,0.00,2016
"AG008675",289668071.00,14483399.00,2016
"AG008676",9082185.00,454107.00,2016
"AG008677",653650.00,32682.00,2016
"AG008678",257298318.00,12864913.00,2016
"AG008679",226011876.00,11300590.00,2016
"AG008681",77483818.00,0.00,2016
"AG008682",677160.00,533858.00,2016
"AG008684",18999572.00,0.00,2016
"AG008685",94041084.00,0.00,2016
"AG008686",300000.00,15000.00,2016
"AG008687",42487261.00,0.00,2016
"AG008688",31438048.00,0.00,2016
"AG008691",300000.00,0.00,2016
"AG008693",706152.00,35307.00,2016
"AG008694",26846906.00,0.00,2016
"AG008695",755880.00,37794.00,2016
"AG008698",93414260.00,0.00,2016
"AG008701",846400.00,42320.00,2016
"AG008704",12758324.00,0.00,2016
"AG008705",28850416.00,1442520.00,2016
"AG008706",5747488.00,287374.00,2016
"AG008707",2598880.00,129944.00,2016
"AG008708",4631495.00,231574.00,2016
"AG008709",2756934.00,137846.00,2016
"AG008710",828990.00,41449.00,2016
"AG008711",5636536.00,281826.00,2016
"AG008712",83711092.00,4185554.00,2016
"AG008714",13400000.00,0.00,2016
"AG008715",2412230.00,120610.00,2016
"AG008720",61172676.00,4558633.00,2016
"AG008721",59953805.00,0.00,2016
"AG008723",300000.00,15000.00,2016
"AG008724",27619333.00,1380966.00,2016
"AG008725",300000.00,15000.00,2016
"AG008727",4584200.00,0.00,2016
"AG008728",14509997.00,725499.00,2016
"AG008729",10513600.00,0.00,2016
"AG008730",1531800.00,76590.00,2016
"AG008731",17424283.00,1871212.00,2016
"AG008733",683655.00,34182.00,2016
"AG008737",8209352.00,0.00,2016
"AG008739",800940.00,40047.00,2016
"AG008740",300000.00,15000.00,2016
"AG008741",666990.00,33349.00,2016
"AG008742",300000.00,0.00,2016
"AG008743",61961144.00,3098056.00,2016
"AG008745",44693507.00,0.00,2016
"AG008747",12924392.00,646218.00,2016
"AG008748",731768.00,36588.00,2016
"AG008749",2250536.00,112526.00,2016
"AG008751",53183876.00,0.00,2016
"AG008752",18934294.00,0.00,2016
"AG008753",8874674.00,0.00,2016
"AG008756",8567490.00,0.00,2016
"AG008757",21020011.00,0.00,2016
"AG008759",53055342.00,0.00,2016
"AG008760",17504631.00,875230.00,2016
"AG008761",10679075.00,533952.00,2016
"AG008762",24700843.00,0.00,2016
"AG008763",61564135.00,0.00,2016
"AG008764",66337842.00,4316891.00,2016
"AG008765",8003850.00,400192.00,2016
"AG008766",27395416.00,1869769.00,2016
"AG008767",49975141.00,0.00,2016
"AG008768",2261945.00,113097.00,2016
"AG008769",300000.00,15000.00,2016
"AG008770",636272.00,31813.00,2016
"AG008771",21835838.00,0.00,2016
"AG008772",4419830.00,220991.00,2016
"AG008773",3213531.00,160676.00,2016
"AG008774",696132.00,34806.00,2016
"AG008775",5564115.00,278205.00,2016
"AG008777",3315789.00,165789.00,2016
"AG008783",24780427.00,0.00,2016
"AG008788",591997.00,529599.00,2016
"AG008789",2504160.00,125208.00,2016
"AG008790",84487142.00,4224353.00,2016
"AG008793",9871958.00,0.00,2016
"AG008795",3841130.00,192056.00,2016
"AG008796",3167046.00,158352.00,2016
"AG008797",32118205.00,0.00,2016
"AG008798",17119935.00,855995.00,2016
"AG008799",732102.00,36605.00,2016
"AG008800",924987.00,46249.00,2016
"AG008801",5905560.00,295278.00,2016
"AG008802",18824644.00,941231.00,2016
"AG008803",19491543.00,1108969.00,2016
"AG008807",808080.00,0.00,2016
"AG008808",11256900.00,0.00,2016
"AG008809",2019862.00,100993.00,2016
"AG008816",5281680.00,264084.00,2016
"AG008817",291731350.00,14586562.00,2016
"AG008818",44749680.00,0.00,2016
"AG008819",48352180.00,0.00,2016
"AG008820",103641251.00,5182059.00,2016
"AG008824",3760148.00,188007.00,2016
"AG008825",2583186.00,129159.00,2016
"AG008826",3826961.00,191348.00,2016
"AG008827",11193793.00,0.00,2016
"AG008829",10860690.00,0.00,2016
"AG008830",9522430.00,0.00,2016
"AG008831",2550862.00,127543.00,2016
"AG008832",168144342.00,8407213.00,2016
"AG008834",5686331.00,383352.00,2016
"AG008836",634529.00,31726.00,2016
"AG008839",300000.00,15000.00,2016
"AG008840",2257541.00,112877.00,2016
"AG008841",6916512.00,345825.00,2016
"AG008842",9301200.00,465060.00,2016
"AG008844",7508934.00,375446.00,2016
"AG008845",996024.00,49801.00,2016
"AG008848",2404710.00,120235.00,2016
"AG008849",3649780.00,0.00,2016
"AG008850",15444186.00,772208.00,2016
"AG008852",5589043.00,279452.00,2016
"AG008853",23535843.00,0.00,2016
"AG008854",3248076.00,162403.00,2016
"AG008856",46756851.00,0.00,2016
"AG008860",9965086.00,998253.00,2016
"AG008864",1067243908.00,53362190.00,2016
"AG008865",4747389.00,237369.00,2016
"AG008866",5720937.00,286046.00,2016
"AG008867",2275631.00,113781.00,2016
"AG008868",9726147.00,486306.00,2016
"AG008869",682602.00,34130.00,2016
"AG008870",54803221.00,2740160.00,2016
"AG008871",16355861.00,817792.00,2016
"AG008872",9515697.00,475784.00,2016
"AG008873",35071765.00,0.00,2016
"AG008874",300000.00,15000.00,2016
"AG008875",59753711.00,0.00,2016
"AG008879",300000.00,15000.00,2016
"AG008880",300000.00,15000.00,2016
"AG008881",300000.00,15000.00,2016
"AG008882",300000.00,15000.00,2016
"AG008883",300000.00,15000.00,2016
"AG008884",300000.00,15000.00,2016
"AG008885",300000.00,15000.00,2016
"AG008886",1911702.00,95585.00,2016
"AG008887",2079276.00,103963.00,2016
"AG008888",8686226.00,434310.00,2016
"AG008889",300000.00,15000.00,2016
"AG008890",300000.00,15000.00,2016
"AG008893",52979586.00,2648978.00,2016
"AG008894",236691061.00,11834547.00,2016
"AG008895",7092078.00,354603.00,2016
"AG008898",3093780.00,154689.00,2016
"AG008900",2148886.00,107444.00,2016
"AG008901",2609625.00,130481.00,2016
"AG008902",805812.00,40290.00,2016
"AG008903",34234068.00,0.00,2016
"AG008904",136902476.00,6845121.00,2016
"AG008905",6258567.00,312928.00,2016
"AG008909",653517.00,32675.00,2016
"AG008911",17523553.00,0.00,2016
"AG008912",3271729.00,163586.00,2016
"AG008914",2085500.00,104275.00,2016
"AG008918",300000.00,15000.00,2016
"AG008919",952722.00,47636.00,2016
"AG008920",25995236.00,0.00,2016
"AG008924",796308.00,39815.00,2016
"AG008925",3493710.00,0.00,2016
"AG008926",10498496.00,0.00,2016
"AG008929",13189596.00,659479.00,2016
"AG008930",13363948.00,0.00,2016
"AG008931",32513493.00,1625672.00,2016
"AG008933",32076704.00,0.00,2016
"AG008936",9977460.00,0.00,2016
"AG008937",69191795.00,0.00,2016
"AG008938",2449200.00,0.00,2016
"AG008940",7275880.00,363793.00,2016
"AG008941",10000000.00,1000000.00,2016
"AG008943",817420.00,40871.00,2016
"AG008944",1880416.00,94020.00,2016
"AG008948",300000.00,15000.00,2016
"AG008949",654156.00,32707.00,2016
"AG008952",707880.00,35394.00,2016
"AG008953",16128332.00,806416.00,2016
"AG008954",82446718.00,4122334.00,2016
"AG008955",10067198.00,503359.00,2016
"AG008957",73240368.00,3662017.00,2016
"AG008958",198789845.00,9939486.00,2016
"AG008960",4779750.00,238987.00,2016
"AG008963",423873.00,21193.00,2016
"AG008968",840036.00,0.00,2016
"AG008969",855423.00,42771.00,2016
"AG008970",144394255.00,7219711.00,2016
"AG008971",113923915.00,5696194.00,2016
"AG008972",906516.00,0.00,2016
"AG008973",1568342.00,78417.00,2016
"AG008975",5300220.00,265011.00,2016
"AG008977",1998000.00,0.00,2016
"AG008979",21600977.00,1080048.00,2016
"AG008980",1944822.00,97241.00,2016
"AG008981",58126906.00,3406344.00,2016
"AG008984",2870900.00,0.00,2016
"AG008985",21205542.00,1060276.00,2016
"AG008986",34967334.00,1748366.00,2016
"AG008987",1982016.00,99100.00,2016
"AG008988",4793025.00,239651.00,2016
"AG008991",2454567.00,122728.00,2016
"AG008992",96024527.00,0.00,2016
"AG008993",2859510.00,0.00,2016
"AG008994",8307911.00,415394.00,2016
"AG008996",2313800.00,115690.00,2016
"AG008998",52371058.00,2618552.00,2016
"AG008999",747330.00,37366.00,2016
"AG009000",5007238.00,0.00,2016
"AG009001",3789012.00,189450.00,2016
"AG009002",801291.00,40064.00,2016
"AG009003",22463849.00,0.00,2016
"AG009004",640352080.00,32017601.00,2016
"AG009005",18768684.00,938433.00,2016
"AG009006",14323377.00,0.00,2016
"AG009007",29047297.00,0.00,2016
"AG009008",1915967.00,95798.00,2016
"AG009009",9289626.00,464480.00,2016
"AG009010",70388330.00,0.00,2016
"AG009012",22489753.00,1124486.00,2016
"AG009013",482249650.00,24112482.00,2016
"AG009015",300000.00,15000.00,2016
"AG009016",52537820.00,0.00,2016
"AG009017",12320995.00,616049.00,2016
"AG009018",76603968.00,0.00,2016
"AG009019",7043124.00,352156.00,2016
"AG009020",300000.00,15000.00,2016
"AG009021",9967145.00,0.00,2016
"AG009022",3085176.00,154258.00,2016
"AG009023",764970.00,38248.00,2016
"AG009024",9784969.00,0.00,2016
"AG009025",3617581.00,180879.00,2016
"AG009027",1878806.00,93940.00,2016
"AG009031",7240326.00,362016.00,2016
"AG009033",847569.00,42378.00,2016
"AG009034",53492180.00,0.00,2016
"AG009036",736088733.00,36804432.00,2016
"AG009039",7176283.00,0.00,2016
"AG009041",28186344.00,0.00,2016
"AG009042",11820005.00,0.00,2016
"AG009043",300000.00,15000.00,2016
"AG009045",8030661.00,0.00,2016
"AG009046",19671121.00,0.00,2016
"AG009047",175430648.00,8896398.00,2016
"AG009048",371500.00,18575.00,2016
"AG009049",17112174.00,0.00,2016
"AG009051",11876982.00,593848.00,2016
"AG009052",642542.00,32127.00,2016
"AG009053",22603476.00,0.00,2016
"AG009054",55629966.00,0.00,2016
"AG009056",29591228.00,0.00,2016
"AG009059",74207386.00,3710368.00,2016
"AG009061",36407124.00,0.00,2016
"AG009062",6569971.00,0.00,2016
"AG009063",8896279.00,444813.00,2016
"AG009066",8348464.00,1917422.00,2016
"AG009067",300000.00,15000.00,2016
"AG009068",4451830.00,222591.00,2016
"AG009069",169624746.00,8481233.00,2016
"AG009072",14426790.00,0.00,2016
"AG009074",300000.00,15000.00,2016
"AG009077",31006219.00,1550309.00,2016
"AG009080",300000.00,15000.00,2016
"AG009081",791976.00,39598.00,2016
"AG009082",300000.00,15000.00,2016
"AG009084",2543725.00,127186.00,2016
"AG009085",7185237.00,359261.00,2016
"AG009087",300000.00,15000.00,2016
"AG009088",7373653.00,368682.00,2016
"AG009089",46824836.00,2341241.00,2016
"AG009090",79322278.00,3966113.00,2016
"AG009092",3670526.00,183525.00,2016
"AG009093",66160451.00,3308022.00,2016
"AG009094",712806.00,35640.00,2016
"AG009095",616782.00,30839.00,2016
"AG009097",2180780.00,109039.00,2016
"AG009098",2724310.00,136215.00,2016
"AG009099",300472741.00,20023634.00,2016
"AG009100",6668898.00,0.00,2016
"AG009101",16743882.00,0.00,2016
"AG009103",300000.00,15000.00,2016
"AG009104",35742548.00,0.00,2016
"AG009106",2117887.00,105894.00,2016
"AG009107",7346131.00,0.00,2016
"AG009109",300000.00,15000.00,2016
"AG009110",732102.00,36605.00,2016
"AG009114",1632805.00,81640.00,2016
"AG009115",766800.00,38340.00,2016
"AG009116",300000.00,15000.00,2016
"AG009117",20355258.00,0.00,2016
"AG009118",5626605.00,281330.00,2016
"AG009119",577120.00,28856.00,2016
"AG009121",618960.00,30948.00,2016
"AG009124",8667418.00,0.00,2016
"AG009125",7289656.00,364482.00,2016
"AG009126",102390030.00,5119496.00,2016
"AG009128",3999039.00,199951.00,2016
"AG009129",9757990.00,487898.00,2016
"AG009130",7357550.00,0.00,2016
"AG009131",4033290.00,201664.00,2016
"AG009132",897828.00,44891.00,2016
"AG009135",1613868.00,233963.00,2016
"AG009136",300000.00,15000.00,2016
"AG009137",13986490.00,0.00,2016
"AG009138",9777347.00,488867.00,2016
"AG009140",367417920.00,18370890.00,2016
"AG009142",23644399.00,0.00,2016
"AG009143",51430472.00,2571523.00,2016
"AG009144",750315.00,37515.00,2016
"AG009145",99848428.00,0.00,2016
"AG009146",12348734.00,0.00,2016
"AG009148",1923250.00,96162.00,2016
"AG009149",291662900.00,14583140.00,2016
"AG009152",2377921.00,118896.00,2016
"AG009153",5764038.00,288201.00,2016
"AG009154",300000.00,15000.00,2016
"AG009155",2083639.00,104181.00,2016
"AG009157",1841261.00,92063.00,2016
"AG009158",4957395.00,247869.00,2016
"AG009160",2274472.00,113723.00,2016
"AG009161",3418140.00,170907.00,2016
"AG009162",1952061.00,97603.00,2016
"AG009164",300000.00,15000.00,2016
"AG009165",1837841.00,91892.00,2016
"AG009166",2740100.00,137005.00,2016
"AG009167",10501966.00,525098.00,2016
"AG009168",11592065.00,0.00,2016
"AG009172",8130157.00,406507.00,2016
"AG009174",734340.00,36717.00,2016
"AG009175",3262250.00,0.00,2016
"AG009176",2597785.00,129889.00,2016
"AG009178",637689.00,31884.00,2016
"AG009179",2566180.00,128309.00,2016
"AG009180",645147.00,32257.00,2016
"AG009181",1941717.00,97085.00,2016
"AG009182",10939177.00,546958.00,2016
"AG009183",69310745.00,0.00,2016
"AG009184",758940.00,37947.00,2016
"AG009185",83723346.00,0.00,2016
"AG009187",2079438.00,103971.00,2016
"AG009188",61190894.00,0.00,2016
"AG009189",300000.00,15000.00,2016
"AG009192",2600997.00,130049.00,2016
"AG009193",2370214.00,118510.00,2016
"AG009197",647680.00,32384.00,2016
"AG009198",6371382.00,318569.00,2016
"AG009199",2719890.00,135994.00,2016
"AG009200",70888758.00,0.00,2016
"AG009201",300000.00,15000.00,2016
"AG009202",62786682.00,3139334.00,2016
"AG009204",2637576.00,0.00,2016
"AG009207",731970.00,536598.00,2016
"AG009208",300000.00,15000.00,2016
"AG009209",27989984.00,0.00,2016
"AG009210",300000.00,15000.00,2016
"AG009211",17502880.00,0.00,2016
"AG009212",648870.00,32443.00,2016
"AG009214",13783162.00,0.00,2016
"AG009216",1870633.00,93531.00,2016
"AG009217",12224141.00,0.00,2016
"AG009219",23510204.00,0.00,2016
"AG009222",2128979.00,106448.00,2016
"AG009224",56548969.00,2827448.00,2016
"AG009227",2200116.00,110005.00,2016
"AG009228",300000.00,15000.00,2016
"AG009229",300000.00,15000.00,2016
"AG009230",12235688.00,611783.00,2016
"AG009232",419877019.00,20993848.00,2016
"AG009233",300000.00,15000.00,2016
"AG009235",1950548.00,97527.00,2016
"AG009236",2019863.00,100993.00,2016
"AG009237",2205313.00,110265.00,2016
"AG009239",2342394.00,117119.00,2016
"AG009240",863304.00,43165.00,2016
"AG009241",49651749.00,2482587.00,2016
"AG009242",19807440.00,0.00,2016
"AG009243",836985.00,41849.00,2016
"AG009245",300000.00,15000.00,2016
"AG009246",5317017.00,265850.00,2016
"AG009247",11387606.00,569379.00,2016
"AG009248",27500952.00,0.00,2016
"AG009249",3075990.00,153799.00,2016
"AG009251",2120844.00,106042.00,2016
"AG009252",66984225.00,0.00,2016
"AG009257",36673910.00,0.00,2016
"AG009258",27228025.00,0.00,2016
"AG009262",6664094.00,333204.00,2016
"AG009263",18896265.00,0.00,2016
"AG009265",15935790.00,796789.00,2016
"AG009266",785994.00,39299.00,2016
"AG009267",85492433.00,4274619.00,2016
"AG009268",71778340.00,3588916.00,2016
"AG009269",22536725.00,1180039.00,2016
"AG009271",6110270.00,305513.00,2016
"AG009272",838428.00,41921.00,2016
"AG009273",2697000.00,134850.00,2016
"AG009274",295234519.00,14761721.00,2016
"AG009277",2191022.00,109551.00,2016
"AG009278",3017371.00,150868.00,2016
"AG009279",5336032.00,266801.00,2016
"AG009280",819546.00,0.00,2016
"AG009281",6630895.00,0.00,2016
"AG009282",2029527.00,0.00,2016
"AG009283",4485000.00,224250.00,2016
"AG009285",45858931.00,2292944.00,2016
"AG009286",8096854.00,404842.00,2016
"AG009287",300000.00,15000.00,2016
"AG009288",12211329.00,610566.00,2016
"AG009289",300000.00,15000.00,2016
"AG009290",562775140.00,28138756.00,2016
"AG009291",300000.00,15000.00,2016
"AG009292",9908668.00,495433.00,2016
"AG009293",9745218.00,487260.00,2016
"AG009294",300000.00,0.00,2016
"AG009295",300000.00,0.00,2016
"AG009296",2334142.00,116707.00,2016
"AG009298",160080952.00,8004043.00,2016
"AG009299",943264816.00,47163239.00,2016
"AG009300",300000.00,0.00,2016
"AG009302",3220578.00,0.00,2016
"AG009303",6832255.00,0.00,2016
"AG009305",14383948.00,719197.00,2016
"AG009306",27570104.00,0.00,2016
"AG009308",3164000.00,0.00,2016
"AG009309",4112818.00,0.00,2016
"AG009310",13616250.00,0.00,2016
"AG009311",1884702.00,94235.00,2016
"AG009312",300000.00,15000.00,2016
"AG009313",43758200.00,0.00,2016
"AG009314",30124685.00,0.00,2016
"AG009315",11214916.00,560745.00,2016
"AG009316",300000.00,15000.00,2016
"AG009318",792322.00,39616.00,2016
"AG009319",300000.00,15000.00,2016
"AG009320",62944298.00,0.00,2016
"AG009321",8948566.00,0.00,2016
"AG009322",729942.00,36497.00,2016
"AG009326",300000.00,15000.00,2016
"AG009328",20747830.00,1037391.00,2016
"AG009329",5376655.00,0.00,2016
"AG009331",3577346.00,178867.00,2016
"AG009332",2015626.00,100781.00,2016
"AG009345",4918320.00,0.00,2016
"AG009347",2162214.00,108110.00,2016
"AG009353",2989800.00,0.00,2016
"AG009363",7355103.00,367755.00,2016
"AG009365",17303666.00,865183.00,2016
"AG009366",59346621.00,2967331.00,2016
"AG009367",60977166.00,3214028.00,2016
"AG009368",15505837.00,0.00,2016
"AG009369",43867315.00,0.00,2016
"AG009371",2133352.00,106667.00,2016
"AG009376",2370390.00,118519.00,2016
"AG009377",2129446.00,106472.00,2016
"AG009378",51059305.00,2552965.00,2016
"AG009379",5313629.00,265681.00,2016
"AG009381",3649140.00,182457.00,2016
"AG009382",5298170.00,264908.00,2016
"AG009386",156437142.00,7821853.00,2016
"AG009387",539745.00,26987.00,2016
"AG009389",3161000.00,158050.00,2016
"AG009391",2201150.00,0.00,2016
"AG009392",8069242.00,403462.00,2016
"AG009394",14670031.00,733501.00,2016
"AG009404",3670246.00,183512.00,2016
"AG009405",92074973.00,0.00,2016
"AG009406",10295107.00,514754.00,2016
"AG009407",2599950.00,129997.00,2016
"AG009408",18728090.00,0.00,2016
"AG009410",188225186.00,9411258.00,2016
"AG009413",4025000.00,201250.00,2016
"AG009415",2725650.00,136282.00,2016
"AG009419",22049880.00,0.00,2016
"AG009420",8038620.00,0.00,2016
"AG009421",1517773623.00,75888679.00,2016
"AG009422",56922217.00,0.00,2016
"AG009423",40038329.00,0.00,2016
"AG009426",916570.00,0.00,2016
"AG009427",14881801.00,744090.00,2016
"AG009428",4282160.00,214108.00,2016
"AG009430",68870379.00,0.00,2016
"AG009432",5102579.00,0.00,2016
"AG009435",97242955.00,0.00,2016
"AG009436",2582750.00,0.00,2016
"AG009437",4578444.00,228921.00,2016
"AG009438",1916305.00,95815.00,2016
"AG009439",30130550.00,1750274.00,2016
"AG009440",73563671.00,0.00,2016
"AG009441",74901655.00,0.00,2016
"AG009442",227085235.00,11354255.00,2016
"AG009443",84002894.00,4200142.00,2016
"AG009444",20116227.00,0.00,2016
"AG009446",74524600.00,0.00,2016
"AG009448",2382270.00,0.00,2016
"AG009450",5783669.00,289183.00,2016
"AG009451",10965353.00,548267.00,2016
"AG009453",14465381.00,723269.00,2016
"AG009456",12368349.00,0.00,2016
"AG009457",1864028.00,93201.00,2016
"AG009458",10463866.00,523193.00,2016
"AG009459",4517901.00,225895.00,2016
"AG009461",58194634.00,2909731.00,2016
"AG009462",47656802.00,2382839.00,2016
"AG009464",10831151.00,0.00,2016
"AG009465",2458342.00,122917.00,2016
"AG009466",1841971.00,92098.00,2016
"AG009467",2384687.00,119234.00,2016
"AG009469",5973000.00,298650.00,2016
"AG009470",7296356.00,364817.00,2016
"AG009472",2178774.00,211816.00,2016
"AG009473",4061095.00,203054.00,2016
"AG009474",3414870.00,170743.00,2016
"AG009475",545760.00,27288.00,2016
"AG009476",36100047.00,0.00,2016
"AG009477",520755.00,26037.00,2016
"AG009478",2406690.00,120334.00,2016
"AG009479",28453155.00,0.00,2016
"AG009481",5750916.00,287545.00,2016
"AG009482",85333515.00,0.00,2016
"AG009483",1818454.00,90922.00,2016
"AG009489",564594.00,28229.00,2016
"AG009490",6974092.00,348704.00,2016
"AG009492",19261279.00,0.00,2016
"AG009496",22696639.00,1134831.00,2016
"AG009498",11863686.00,593184.00,2016
"AG009499",46668122.00,0.00,2016
"AG009500",13855958.00,0.00,2016
