GRPPRODNSUMMBKSEQ,PRODNUNITCD,PRODNBASISCD,TRANSACTIONDT,PROCESSDT,PRODUCTSEQ,PRODUCTCD,PRODVERSION,PRODUCTORDER,ACCOUNTCD,PRODUCERCD,PRODUCERDESIGNCD,CHANNELTYPECD,ROOTAGENCYCD,PARENTAGENCYCD,PRODUCERBRANCHCD,PRODUCERSTATUSCD,SRCAGTCLASSIFICATIONCD,SRCAGTDESIGNCD,SRCAGTSTATUSCD,PRODNWEEK,PRODNMONTH,PRODNYEAR,PRODNGROUPCD,DESIGNGROUPCD,SRCPRODNGROUPCD,PRODNVALUE,SUPERVISORCD,SUPERVISORDESIGCD,TEAMCD,MONITORINGSTAFFCD,MONITORINGSTAFFDESIGNCD,MONITORINGSTAFFOFFICECD,MONITORINGGROUPCD,SRCAGTCHANNELCD,SRCAGTROOTAGENCYCD,SRCAGTPARENTAGENCYCD,SUPERVISORAGENTKEYCD,SUPERVISORDESIGNKEYCD,CREATEDBY,CREATEDDT,CREATEDAT,UPDATEDBY,UPDATEDDT,UPDATEDAT,ROWVERSION,PRODNSUMMSEQ,WEIGHTAGE
12511153,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,17822000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717271,100
12511291,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25572,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,11815000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708281,100
12511324,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,33835,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,810000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711282,100
12511339,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,35175000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712638,100
12511345,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,9e+05,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712838,100
12511372,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27229,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,7564000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716640,100
12511436,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,29561,IL,INHOUSE,2339,2339,27295,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,8007000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714489,100
12511446,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25537,IL,INHOUSE,2339,2339,27144,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,21597000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715177,100
12511526,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,30386,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,14320000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710575,100
12511551,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25714,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10423000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714417,100
12511751,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,24463000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717194,100
12511855,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,16788000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714617,100
12537768,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,81779000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708083,100
12537820,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,20168000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709181,100
12537887,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,45938000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710342,100
12537907,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,1080000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710708,100
12537927,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,43638000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710918,100
12538142,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,23097000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714177,100
12538388,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,20174000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716359,100
12538408,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,7826000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716524,100
12538414,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,30225000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716716,100
12538706,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27229,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,12692000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716449,100
12538809,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25599,IL,INHOUSE,2339,2339,27144,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,7158000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717587,100
12539050,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,27814000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714608,100
12539076,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,12732000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715265,100
12539162,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,25089000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712884,100
12539204,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,2160000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714981,100
12539207,APE,PREMIUM,2017-02-28,2017-02-28,675,CIR1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,1140000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714993,100
12510865,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,480000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714676,100
12510869,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,22628000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714782,100
12510894,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,47752000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715029,100
12510986,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,26510000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715801,100
12511144,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,480000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717093,100
12511348,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25582,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,21912000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712934,100
12511354,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,21549000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713505,100
12511384,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27229,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,8166000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717600,100
12511433,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25599,IL,INHOUSE,2339,2339,27144,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,12697000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714194,100
12511536,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,30386,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,-22558000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712292,100
12511572,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25714,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10823000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717350,100
12511632,APE,PREMIUM,2017-01-23,2017-02-28,685,CIB1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,25644000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710688,100
12511796,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,1144000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709968,100
12511852,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9603,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,15208000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714528,100
12537910,APE,PREMIUM,2017-02-15,2017-02-28,669,HSR1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,2160000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710771,100
12537819,APE,PREMIUM,2017-01-25,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,18528000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709180,100
12537865,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,35527000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709976,100
12537886,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,-11334000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710341,100
12538050,APE,PREMIUM,2017-02-13,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,44468000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713104,100
12538235,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,16564000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715036,100
12538303,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,28633000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715679,100
12538401,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,61231000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716477,100
12538490,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,17822000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717271,100
12538661,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,33835,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,810000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711282,100
12538673,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27229,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,8007000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712580,100
12538682,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,9e+05,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712838,100
12538773,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,29561,IL,INHOUSE,2339,2339,27295,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,8007000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714489,100
12538794,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25599,IL,INHOUSE,2339,2339,27144,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,10127000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716440,100
12539036,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,8686000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713454,100
12539061,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,58792000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715059,100
12511838,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,447000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712973,100
12511892,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9603,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,23814000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715192,100
12537780,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,20363000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708177,100
12537792,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,508000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708647,100
12537936,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,240000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710984,100
12537972,APE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,2544000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711862,100
12538122,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,8040000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713990,100
12538231,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,47752000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715029,100
12538258,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,17840000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715308,100
12538268,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,20059000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715473,100
12538691,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,21549000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713505,100
12538770,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25599,IL,INHOUSE,2339,2339,27144,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,12697000,,,,27469,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714194,100
12538853,APE,PREMIUM,2017-01-12,2017-02-28,685,CIB1,1,,,31056,IL,INHOUSE,2339,2339,27151,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,9230000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709767,100
12538867,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,30386,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,7328000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712039,100
12538888,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25714,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,10423000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714417,100
12537962,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,73147000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711716,100
12537965,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,28674000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711744,100
12538021,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,39614000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712418,100
12538030,APE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,270000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712929,100
12538033,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,29731000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712942,100
12538344,APE,PREMIUM,2017-02-28,2017-02-28,675,CIR1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,7e+05,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716108,100
12538411,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,24499000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716699,100
12538453,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,81304000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716962,100
12538676,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25543,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,35175000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712638,100
12538712,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27229,IL,INHOUSE,2339,2339,27136,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,51224000,,,,25481,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717139,100
12538849,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,30386,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,57255000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709693,100
12539091,APE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,-30614000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717591,100
12539132,APE,PREMIUM,2017-01-25,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,2700000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709967,100
