GRPPRODNSUMMBKSEQ,PRODNUNITCD,PRODNBASISCD,TRANSACTIONDT,PROCESSDT,PRODUCTSEQ,PRODUCTCD,PRODVERSION,PRODUCTORDER,ACCOUNTCD,PRODUCERCD,PRODUCERDESIGNCD,CHANNELTYPECD,ROOTAGENCYCD,PARENTAGENCYCD,PRODUCERBRANCHCD,PRODUCERSTATUSCD,SRCAGTCLASSIFICATIONCD,SRCAGTDESIGNCD,SRCAGTSTATUSCD,PRODNWEEK,PRODNMONTH,PRODNYEAR,PRODNGROUPCD,DESIGNGROUPCD,SRCPRODNGROUPCD,PRODNVALUE,SUPERVISORCD,SUPERVISORDESIGCD,TEAMCD,MONITORINGSTAFFCD,MONITORINGSTAFFDESIGNCD,MONITORINGSTAFFOFFICECD,MONITORINGGROUPCD,SRCAGTCHANNELCD,SRCAGTROOTAGENCYCD,SRCAGTPARENTAGENCYCD,SUPERVISORAGENTKEYCD,SUPERVISORDESIGNKEYCD,CREATEDBY,CREATEDDT,CREATEDAT,UPDATEDBY,UPDATEDDT,UPDATEDAT,ROWVERSION,PRODNSUMMSEQ,WEIGHTAGE
12510739,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,199000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713332,100
12510824,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,95000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714296,100
12537837,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,137000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709449,100
12538386,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,122000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716357,100
12510461,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,92786000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708826,100
12510712,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,13592000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713103,100
12510737,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,619000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713330,100
12510803,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10409000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714122,100
12510822,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,189000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714291,100
12511836,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,473000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712968,100
12511841,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,15246000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713028,100
12537843,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,179000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709455,100
12538000,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,24142000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712327,100
12538047,2YP,PREMIUM,2017-02-28,2017-02-28,672,WOP1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,434000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713091,100
12538245,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,972000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715169,100
12510468,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,181000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708909,100
12510607,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,385000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711521,100
12511660,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,237000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712183,100
12538197,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,173000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714671,100
12510466,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,407000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708896,100
12510546,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,17444000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710275,100
12510594,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,12359000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710942,100
12510609,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,598000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711523,100
12511131,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10326000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716998,100
12511515,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,31056,IL,INHOUSE,2339,2339,27151,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,108345000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709766,100
12511658,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,275000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712181,100
12511788,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,30381000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708694,100
12538039,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,9777000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713035,100
12538192,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,345000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714663,100
12539173,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,473000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712968,100
12510579,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,279000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710832,100
12511649,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,350000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711268,100
12538076,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,199000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713332,100
12538172,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,376000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714487,100
12510584,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,899000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710845,100
12510972,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,20859000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715697,100
12511647,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,790000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711266,100
12511705,2YP,PREMIUM,2017-02-28,2017-02-28,672,WOP1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,304000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713514,100
12537798,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,92786000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708826,100
12538074,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,619000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713330,100
12538140,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,10409000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714122,100
12538170,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,726000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714485,100
12538499,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,10099000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717368,100
12538852,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,31056,IL,INHOUSE,2339,2339,27151,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,108345000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709766,100
12539178,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,15100,IL,INHOUSE,2339,2339,2686,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,15246000,,,,6583,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713028,100
12510880,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,426000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714888,100
12537944,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,385000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711521,100
12538161,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,95000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714296,100
12538997,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,237000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712183,100
12510878,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,883000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714874,100
12510949,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,43842000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715511,100
12511063,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,22260000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716476,100
12511564,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,30386,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,28491000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716409,100
12511575,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,25714,IL,INHOUSE,2339,2339,27153,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,11180000,,,,27470,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717585,100
12511669,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,45785000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712439,100
12511688,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3907,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10873000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712998,100
12537883,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,17444000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710275,100
12537946,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,598000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711523,100
12538049,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,13592000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713103,100
12538159,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,189000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714291,100
12510500,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,137000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709449,100
12510835,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,376000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714487,100
12510860,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,173000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714671,100
12511049,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,122000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716357,100
12510506,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,179000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709455,100
12510702,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,9777000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713035,100
12510710,2YP,PREMIUM,2017-02-28,2017-02-28,672,WOP1,1,,,27574,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,434000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713091,100
12510833,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,726000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714485,100
12510855,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,345000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559714663,100
12510908,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,972000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715169,100
12511047,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,380000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559716349,100
12511162,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,10099000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559717368,100
12511662,2YP,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,480000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712189,100
12537942,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,18568000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711030,100
12538286,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,43842000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715511,100
12510660,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,93000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712160,100
12537805,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2708,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,181000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559708909,100
12537916,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,2950,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,279000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710832,100
12538986,2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF1,,PERSONNEL,350000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559711268,100
12510568,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,2718,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,22827000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559710554,100
12510654,2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,2713,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,244000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712154,100
12510663,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3137,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,24142000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712327,100
12510897,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,9265,IL,INHOUSE,2339,2339,2685,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,31833000,,,,23991,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559715035,100
12511610,2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,34015000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559709596,100
12511664,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,5254,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,270000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559712230,100
12511703,2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,9913,IL,INHOUSE,2339,2339,6592,ACTIVE,,,,9,2,2017,ILDEF2,,PERSONNEL,270000,,,,36655,TH,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,559713497,100
